"station","year","month","po4f","nh4f","no2f","no3f","no23f","chla_n","po4f_cens","nh4f_cens","no2f_cens","no3f_cens","no23f_cens","chla_n_cens"
"noclcnut",2012,10,0.002,0.0297,0.0016,,0.0047,,1,0,1,,1,
"noclcnut",2012,11,0.002,0.0241,0.0016,,0.0047,,1,0,1,,1,
"noclcnut",2012,12,0.002,0.0287,0.0016,,0.0047,,1,0,1,,1,
"noclcnut",2014,1,0.002,0.0291666666666667,0.0016,,0.0047,3.17,1,0,1,,1,0
"noclcnut",2014,2,0.002,0.0305,0.0016,,0.0047,1.45,1,0,1,,1,0
"noclcnut",2014,3,0.002,0.0405,0.0016,,0.0047,2.08,1,0,1,,1,0
"noclcnut",2014,4,0.002,0.025,0.0016,,0.0047,1.79,1,0,1,,1,0
"noclcnut",2014,5,0.00243333333333333,0.0293,0.0016,,0.0047,3.04333333333333,0,0,1,,1,0
"noclcnut",2014,6,0.002,0.0473,0.0016,,0.0047,2.53,1,0,1,,1,0
"noclcnut",2014,7,0.0021,0.0868,0.0016,,0.0047,3.38,0,0,1,,1,0
"noclcnut",2014,8,0.0028,0.0718,0.0027,,0.0047,8,0,0,0,,1,0
"noclcnut",2014,9,0.0041,0.059,0.0037,0.0016,0.0053,,0,0,0,0,0,
"noclcnut",2014,10,0.003,0.0092,0.0016,,0.0047,,0,0,1,,1,
"noclcnut",2014,11,0.0168,0.0359,0.0016,,0.0192,2.93,0,0,1,,0,0
"noclcnut",2014,12,0.0042,0.043,0.0016,,0.0047,1.49,0,0,1,,1,0
"noclcnut",2015,1,0.0048,0.0391,0.0016,,0.0047,1.56,0,0,1,,1,0
"noclcnut",2015,2,0.0039,0.0543,0.0016,,0.0047,2.26,0,0,1,,0,0
"noclcnut",2015,3,0.0035,0.0313,0.0016,,0.0249,1,0,0,1,,0,0
"noclcnut",2015,4,0.0038,0.0254,0.0016,,0.0047,1.07,0,0,1,,1,0
"noclcnut",2015,5,0.00516666666666667,0.0314333333333333,0.0016,,0.0047,2.17,0,0,1,,1,0
"noclcnut",2015,6,0.0055,0.0269,0.0016,,0.0047,3.77,0,0,1,,1,0
"noclcnut",2015,7,0.00376666666666667,0.0239666666666667,0.0016,,0.0047,4.55,0,0,1,,1,0
"noclcnut",2015,8,0.0092,0.0173,0.0016,,0.0047,10.13,0,0,1,,1,0
"noclcnut",2015,9,0.0037,0.0084,0.0016,,0.0047,2.46,0,0,1,,1,0
"noclcnut",2015,10,0.0105,0.0733,0.0016,,0.0407,1.53,0,0,1,,0,0
"noclcnut",2015,11,0.002,0.0233,0.0016,,0.0047,2.46,0,0,1,,1,0
"noclcnut",2015,12,0.0042,0.0288,0.0016,,0.0047,1.78,0,0,1,,1,0
"noclcnut",2016,1,0.002,0.008,0.0016,,0.0047,2.25,1,0,1,,1,0
"noclcnut",2016,2,0.0029,0.0201,0.0016,,0.0047,2.9,0,0,1,,1,0
"noclcnut",2016,3,0.002,0.0356333333333333,0.0016,,0.0047,8.56,1,0,1,,1,0
"noclcnut",2016,4,0.0021,0.0235,0.0016,,0.0047,1.61,0,0,1,,1,0
"noclcnut",2016,5,0.002,0.0338,0.0016,,0.0047,2.22,1,0,1,,1,0
"noclcnut",2016,6,0.0148,0.0224,0.0016,,0.0047,4.04,0,0,1,,1,0
"noclcnut",2016,7,0.00463333333333333,0.02,0.0016,,0.0047,2.22,0,0,1,,1,0
"noclcnut",2016,8,0.0075,0.0333,0.0016,,0.0047,4.34,0,0,1,,1,0
"noclcnut",2016,9,0.0043,0.0315,0.0016,,0.0047,6.58,0,0,1,,1,0
"noclcnut",2016,10,0.0034,0.0267,0.0016,,0.0086,4.78,0,0,1,,0,0
"noclcnut",2016,11,0.002,0.0184,0.0016,,0.0047,4.15,1,0,1,,1,0
"noclcnut",2016,12,0.002,0.0221,0.0016,,0.0047,7.12333333333333,1,0,1,,1,0
"noclcnut",2017,1,0.002,0.0217,0.0016,,0.0047,1.07,1,0,1,,1,0
"noclcnut",2017,2,0.002,0.0226,0.0016,,0.0259,2.03,1,0,1,,0,0
"noclcnut",2017,3,0.002,0.0145,0.0016,,0.0047,2.53,1,0,1,,1,0
"noclcnut",2017,4,0.002,0.0213,0.0016,,0.0047,2.31666666666667,1,0,1,,1,0
"noclcnut",2017,5,0.002,0.0092,0.0016,,0.0047,3.8,1,0,1,,1,0
"noclcnut",2017,6,0.002,0.0096,0.0016,,0.0047,5.63,1,0,1,,1,0
"noclcnut",2017,7,0.0038,0.0056,0.0016,,0.0047,14.36,0,1,1,,1,0
"noclcnut",2017,8,0.0047,0.0193,0.0016,,0.0047,4.46,0,0,1,,1,0
"noclcnut",2017,9,0.0041,0.0089,0.0016,,0.0047,2.93,0,0,1,,1,0
"noclcnut",2017,10,0.0039,0.0139,0.0016,,0.0047,7.32,0,0,1,,1,0
"noclcnut",2017,11,0.0031,0.0237,0.0016,,0.0047,2.19,0,0,1,,1,0
"noclcnut",2017,12,0.00356666666666667,0.0206333333333333,0.0016,,0.0047,2.01333333333333,0,0,1,,1,0
"noclcnut",2018,1,0.0023,0.0298,0.0016,,0.0055,1.95,0,0,1,,1,0
"noclcnut",2018,2,0.00176666666666667,0.0095,0.0016,,0.0055,1.27333333333333,1,0,1,,1,0
"noclcnut",2018,3,0.0032,0.0142,0.0016,,0.0055,1.41,0,0,1,,1,0
"noclcnut",2018,4,0.0025,0.0074,0.0016,,0.0055,1.21,0,0,1,,1,0
"noclcnut",2018,5,0.0037,0.0076,0.0016,,0.0077,4.08,0,0,1,,0,0
"noclcnut",2018,6,0.0016,0.0062,0.0016,,0.0055,7.1,1,1,1,,1,0
"noclcnut",2018,7,0.0056,0.0184,0.0016,,0.0055,2.77,0,0,1,,1,0
"noclcnut",2018,8,0.004,0.0145,0.0016,,0.0055,3.32,0,0,1,,1,0
"noclcnut",2018,10,0.0097,0.0173,0.0084,0.0169,0.0253,3.49,0,0,0,0,0,0
"noclcnut",2018,11,0.0063,0.0164,0.0021,,0.0055,3.35,0,0,0,,1,0
"noclcnut",2018,12,0.0059,0.047,0.0016,,0.0084,1.12,0,0,1,,0,0
"noclcnut",2019,1,0.00633333333333333,0.0250666666666667,0.0016,,0.0559,1.86,0,0,1,,0,0
"noclcnut",2019,2,0.0029,,0.0016,,0.0055,2.29,0,,1,,1,0
"noclcnut",2019,3,0.00286666666666667,0.0191333333333333,0.0016,,0.0055,1.72333333333333,0,0,1,,1,0
"noclcnut",2019,4,0.0033,0.01,0.0016,,0.0055,3.06,0,0,1,,1,0
"noclcnut",2019,5,0.004,0.0062,0.0016,,0.0055,17.3,0,1,1,,1,0
"noclcnut",2019,6,0.0077,0.0062,0.0016,,0.0055,6.38,0,1,1,,1,0
"noclcnut",2019,7,0.0054,0.0071,0.0016,,0.0055,70.68,0,0,1,,1,0
"noclcnut",2019,8,,,,,,18.11,,,,,,0
"noclcnut",2019,9,0.0034,0.0062,0.0016,,0.0055,5.24,0,1,1,,1,0
"noclcnut",2019,10,0.0041,0.0244,0.0057,0.0108,0.0165,6.84,0,0,0,0,0,0
"noclcnut",2019,11,0.0016,0.0062,0.0016,,0.0055,2.04,1,1,1,,1,0
"noclcnut",2019,12,0.0016,0.0076,0.0016,,0.0055,3.32,1,0,1,,1,0
"noclcnut",2020,1,0.0033,0.0176,0.0016,,0.0055,4.81,0,0,1,,1,0
"noclcnut",2020,2,0.0016,0.0241333333333333,0.0016,,0.0055,5.89666666666667,1,0,1,,1,0
"noclcnut",2020,5,0.0016,0.0101,0.0016,,0.0055,2.85,1,0,1,,1,0
"noclcnut",2020,6,0.0016,0.0174,0.0016,,0.0055,5.19,1,0,1,,1,0
"noclcnut",2020,7,0.0016,0.0062,0.0016,,0.0055,6.74,1,1,1,,1,0
"noclcnut",2020,8,0.0016,0.0232,0.0016,,0.0055,8.01,1,0,1,,1,0
"noclcnut",2020,9,,,,,,18.57,,,,,,0
"noclcnut",2020,10,0.0016,0.0162,0.0016,,0.0055,2.27,1,0,1,,1,0
"noclcnut",2020,11,0.0016,0.0267,0.0016,,0.0061,3.43,1,0,1,,0,0
"noclcnut",2020,12,,,,,,2.89,,,,,,0
"noclcnut",2021,1,0.002,0.0089,0.0016,,0.2132,4.89,0,0,1,,0,0
"noclcnut",2021,2,0.0016,0.0062,0.0016,,0.0055,2.52,1,1,1,,1,0
"noclcnut",2021,3,0.0016,0.0062,0.0016,,0.0055,4.75,1,1,1,,1,0
"noclcnut",2021,4,0.0077,0.012,0.0016,,0.0055,3.06,0,0,1,,1,0
"noclcnut",2021,5,0.0016,0.0067,0.0016,,0.0055,1.65,1,0,1,,1,0
"noclcnut",2021,6,,,,,,8.72,,,,,,0
"noclcnut",2021,7,0.0016,0.0064,0.0017,,0.0055,7.87,1,0,0,,1,0
"noclcnut",2021,8,0.0016,0.0295,0.0025,,0.0055,6.64,1,0,0,,1,0
"noclcnut",2021,9,0.0048,0.079,0.0064,0.0199,0.0263,15.9,0,0,0,0,0,0
"noclcnut",2021,10,0.0062,0.0499,0.0016,,0.0055,3.53,0,0,1,,1,0
"noclcnut",2021,11,0.0017,,,,,1.89,0,,,,,0
"noclcnut",2021,12,,,,,,1.97,,,,,,0
"noclcnut",2022,1,0.0056,0.044,0,0.044,0.044,1.87,0,0,1,1,0,0
"noclcnut",2022,2,0,0,0,0,0,1.75,1,1,1,1,1,0
"noclcnut",2022,3,0,0.0156,0,0.0156,0.0156,2.49,1,0,1,1,0,0
"noclcnut",2022,4,0.0022,0.0192,0,0.0192,0.0192,3.79,0,0,1,1,0,0
"noclcnut",2022,5,0.0033,0.0257,0,0.0257,0.0257,3.43,0,0,1,1,0,0
"noclcnut",2022,6,0,0.0172,0,0.0172,0.0172,3.49,1,0,1,1,0,0
"noclcnut",2022,8,0.0103,0.067,0.0026,0.0644,0.067,3.75,0,0,0,0,0,0
"noclcnut",2022,9,0,0.025,0,0.025,0.025,2.3,1,0,1,1,0,0
"noclcnut",2022,10,6e-04,0.0216,3e-04,0.0213,0.0216,2.66,0,0,0,0,0,0
"noclcnut",2022,11,0.0044,0.0291,0.0012,0.0279,0.0291,2.42,0,0,0,0,0,0
"noclcnut",2022,12,,,,,,2.24,,,,,,0
"nocrcnut",2004,7,0.00465,0.12085,0.00675,,0.01425,6.195,0,0,0,,0,0
"nocrcnut",2004,8,0.01185,0.09465,0.01215,,0.106,7.03,0,0,0,,0,0
"nocrcnut",2004,9,0.0118,0.08065,0.00155,0.0326,0.03415,5.63,0,0,0,0,0,0
"nocrcnut",2004,10,0.00615,0.0054,2e-04,,0.03735,2.26,0,1,1,,0,0
"nocrcnut",2004,11,0.00215,0.11965,2e-04,,0.001,0.98,1,0,1,,1,0
"nocrcnut",2004,12,0.0096,0.05645,2e-04,,0.10835,0.715,0,0,1,,0,0
"nocrcnut",2005,1,0.00565,0.0449,2e-04,,0.0056,1.025,0,0,1,,0,0
"nocrcnut",2005,2,0.0027,0.209,2e-04,,0.001,0.5,0,0,1,,1,1
"nocrcnut",2005,3,0.0079,0.0587,0.0015,,0.001,3.59,0,0,0,,1,0
"nocrcnut",2005,4,0.00445,0.09445,2e-04,,0.001,1.42,0,0,1,,1,0
"nocrcnut",2005,5,0.0049,0.10835,2e-04,,0.001,1.895,0,0,1,,1,0
"nocrcnut",2005,6,0.0031,0.09275,2e-04,,0.00195,2.89,0,0,1,,1,0
"nocrcnut",2005,7,0.01645,0.1603,0.00025,0.00185,0.0021,10.43,0,0,0,0,0,0
"nocrcnut",2005,8,0.0124,0.24155,0.0042,0.0209,0.0251,6.95,0,0,0,0,0,0
"nocrcnut",2005,9,,0.25295,,,,4.005,,0,,,,0
"nocrcnut",2005,10,0.0118,0.24035,0.0029,0.0098,0.0127,2.32,0,0,0,0,0,0
"nocrcnut",2005,11,0.01115,,2e-04,,0.0018,1.59,0,,1,,1,0
"nocrcnut",2005,12,,,,,,,,,,,,
"nocrcnut",2006,1,0.00415,0.13915,0.0011,0.02675,0.02785,0.5,0,0,0,0,0,1
"nocrcnut",2006,2,0.00635,0.1396,6e-04,,0.001,0.62,0,0,1,,1,1
"nocrcnut",2006,3,0.0028,0.11955,2e-04,,0.001,0.605,1,0,1,,1,1
"nocrcnut",2006,4,0.0092,0.1417,2e-04,,0.001,0.5,0,0,1,,1,1
"nocrcnut",2006,5,0.00855,0.14245,2e-04,,0.001,1.285,0,0,1,,1,0
"nocrcnut",2006,6,0.0164,0.0908,0.00095,0,0.00135,1.915,0,0,1,0,1,0
"nocrcnut",2006,7,0.0198,0.13555,0.00045,,0.001,8.11,0,0,1,,1,0
"nocrcnut",2006,8,0.00955,0.2337,2e-04,,0.01755,10.28,0,0,1,,0,0
"nocrcnut",2006,9,0.00545,0.1689,0.00045,,0.001,4.225,0,0,1,,1,0
"nocrcnut",2006,10,0.01065,0.201,0.00045,,0.001,3.635,0,0,1,,1,0
"nocrcnut",2006,11,0.0268,0.12865,0.00065,0,0.00105,1.16,0,0,1,0,1,0
"nocrcnut",2006,12,0.0197,0.13355,2e-04,,0.00165,0.885,0,0,1,,1,0
"nocrcnut",2007,1,0.01095,0.0895,2e-04,,0.001,1.25,0,0,1,,1,0
"nocrcnut",2007,2,0.01945,0.0988,0.00085,0.0443,0.04635,2.935,0,0,1,0,0,0
"nocrcnut",2007,3,0.00786666666666667,0.105933333333333,2e-04,,0.00126666666666667,3.68666666666667,0,0,1,,1,0
"nocrcnut",2007,4,0.0117,0.0617,2e-04,,0.001,,0,0,1,,1,
"nocrcnut",2007,5,0.0184,0.1183,2e-04,,0.001,3.92,0,0,1,,1,0
"nocrcnut",2007,6,0.0139,0.1922,2e-04,,0.001,3.08,0,0,1,,1,0
"nocrcnut",2007,7,0.0137,0.1055,2e-04,,0.001,4.41,0,0,1,,1,0
"nocrcnut",2007,8,0.0194,0.1163,2e-04,,0.001,4.3,0,0,1,,1,0
"nocrcnut",2007,9,0.0202,0.0894,2e-04,,0.001,7.06,0,0,1,,1,0
"nocrcnut",2007,10,0.01,0.0624,2e-04,,0.001,3.52,0,0,1,,1,0
"nocrcnut",2007,11,0.0046,0.068,2e-04,,0.001,2.22,0,0,1,,1,0
"nocrcnut",2007,12,0.0123,0.0629,2e-04,,0.001,0.95,0,0,1,,1,0
"nocrcnut",2008,1,0.0145,0.0512,0.0013,0.0043,0.0056,,0,0,0,0,0,
"nocrcnut",2008,2,0.0022,0.0524,2e-04,,0.001,1.84,0,0,1,,1,0
"nocrcnut",2008,3,0.0015,0.05,2e-04,,0.0148,1.56,1,0,1,,0,0
"nocrcnut",2008,4,0.0015,0.0325,2e-04,,0.0018,1.88,1,0,1,,0,0
"nocrcnut",2008,5,0.0015,0.0302,2e-04,,0.0083,2.12,1,0,1,,0,0
"nocrcnut",2008,6,0.0015,0.0199,3e-04,0.0038,0.0041,0.51,1,0,0,0,0,0
"nocrcnut",2008,7,0.0015,0.0216,0.0028,,0.001,1.15,1,0,0,,1,0
"nocrcnut",2008,8,,0.0355,,,,,,0,,,,
"nocrcnut",2008,9,0.0062,0.0591,0.0013,,0.001,4.73,0,0,0,,1,0
"nocrcnut",2008,10,0.0015,0.1202,9e-04,8e-04,0.0017,,1,0,0,0,0,
"nocrcnut",2008,11,0.0069,0.0507,5e-04,,0.003,3.08,0,0,0,,0,0
"nocrcnut",2008,12,0.0015,0.0451666666666667,8e-04,0.00673333333333333,0.00753333333333333,,1,0,0,0,0,
"nocrcnut",2009,1,0.0015,0.3127,2e-04,,0.001,2.17,1,0,1,,1,0
"nocrcnut",2009,2,0.0015,0.0473,2e-04,,0.001,0.98,1,0,1,,1,0
"nocrcnut",2009,3,0.0015,0.0378,2e-04,,0.001,1.18,1,0,1,,1,0
"nocrcnut",2009,4,,,,,,3.09,,,,,,0
"nocrcnut",2009,5,0.00356666666666667,0.084,2e-04,,0.001,4.14,1,0,1,,1,0
"nocrcnut",2009,6,0.0015,0.0181,2e-04,,0.001,3.24,1,0,1,,1,0
"nocrcnut",2009,7,0.00313333333333333,0.0778666666666667,0.000766666666666667,0,0.0013,5.95,1,0,1,0,1,0
"nocrcnut",2009,8,0.0022,0.1772,2e-04,,0.001,5.57,0,0,1,,1,0
"nocrcnut",2009,9,0.0026,0.057,2e-04,,0.001,3.26,0,0,1,,1,0
"nocrcnut",2009,10,0.0015,0.0448,2e-04,,0.001,3.61,1,0,1,,1,0
"nocrcnut",2009,11,0.00186666666666667,0.0446333333333333,2e-04,,0.001,1.82333333333333,1,0,1,,1,0
"nocrcnut",2009,12,0.0015,0.0437,2e-04,,0.0755,3.55,1,0,1,,0,0
"nocrcnut",2010,1,0.0016,0.0719,3e-04,,0.0093,1.83,1,0,1,,0,0
"nocrcnut",2010,2,0.0016,0.0243,3e-04,,0.0967,1.84,1,0,1,,0,0
"nocrcnut",2010,3,0.0033,0.0387,3e-04,,0.0011,5.16,0,0,1,,1,0
"nocrcnut",2010,4,0.0016,0.0277,3e-04,,0.0011,4.26,1,0,1,,1,0
"nocrcnut",2010,5,0.0016,0.0195,3e-04,,0.0011,7.54,1,0,1,,1,0
"nocrcnut",2010,6,0.0016,0.0263,3e-04,,0.0011,8.93,1,0,1,,1,0
"nocrcnut",2010,7,,,,,,,,,,,,
"nocrcnut",2010,8,0.00253333333333333,0.0726333333333333,3e-04,,0.0011,4.06333333333333,1,0,1,,1,0
"nocrcnut",2010,9,0.0033,0.0396,0.001,,0.0011,6.4,0,0,0,,1,0
"nocrcnut",2010,10,0.0042,0.0504,8e-04,0.0078,0.0086,8.84,0,0,0,0,0,0
"nocrcnut",2010,11,0.0077,0.0547,3e-04,,0.0011,,0,0,1,,1,
"nocrcnut",2010,12,0.009,0.0879,3e-04,,0.0011,2.11,0,0,1,,1,0
"nocrcnut",2011,2,0.0015,0.0353,2e-04,,0.0066,1.87,1,0,1,,0,0
"nocrcnut",2011,3,0.0015,0.043,8e-04,,0.001,0.87,1,0,0,,1,0
"nocrcnut",2011,4,0.00506666666666667,0.0532666666666667,0.000666666666666667,0,0.0012,1.97666666666667,0,0,1,0,1,0
"nocrcnut",2011,5,0.0015,0.05,9e-04,0.0034,0.0043,3.17,1,0,0,0,0,0
"nocrcnut",2011,6,0.0015,0.0388,2e-04,,0.001,4.46,1,0,1,,1,0
"nocrcnut",2011,7,0.0015,0.0357,0.0016,,0.001,4.69,1,0,0,,1,0
"nocrcnut",2011,8,0.0055,0.0333,0.001,,0.001,5.97,0,0,0,,1,0
"nocrcnut",2011,9,0.0109,0.0644,0.0036,0,0.0036,12.27,0,0,0,0,0,0
"nocrcnut",2011,10,0.0045,0.0515,,,,6.96,0,0,,,,0
"nocrcnut",2011,11,0.004,0.0514,2e-04,,0.002,2.54,0,0,1,,0,0
"nocrcnut",2011,12,0.0033,0.0634,0.002,,0.001,3.34,0,0,0,,1,0
"nocrcnut",2012,1,0.0015,0.0312,2e-04,,0.001,4.5,1,0,1,,1,0
"nocrcnut",2012,2,0.002,0.0248,0.0016,,0.0047,,1,0,1,,1,
"nocrcnut",2012,4,0.002,0.0336,0.0016,,0.0047,2.2,1,0,1,,1,0
"nocrcnut",2012,5,0.002,0.0304,0.0016,,0.0047,,1,0,1,,1,
"nocrcnut",2012,6,0.002,0.031,0.0016,,0.0047,4.7,1,0,1,,1,0
"nocrcnut",2012,7,0.0056,0.0883,0.0016,,0.0047,10.9,0,0,1,,1,0
"nocrcnut",2012,8,0.002,0.024,0.0016,,0.0047,7.76666666666667,1,0,1,,1,0
"nocrcnut",2012,9,0.002,0.0435,0.0016,,0.0047,11.9,1,0,1,,1,0
"nocrcnut",2012,10,0.002,0.0345,0.0016,,0.0047,,1,0,1,,1,
"nocrcnut",2012,11,0.002,0.0285,0.0016,,0.0047,,1,0,1,,1,
"nocrcnut",2012,12,0.002,0.0257666666666667,0.0016,,0.0047,,1,0,1,,1,
"nocrcnut",2013,1,0.002,0.0290538461538462,0.0016,0.00365384615384615,0.00525384615384615,3.55230769230769,1,0,1,1,1,0
"nocrcnut",2013,2,0.00512307692307692,0.0357846153846154,0.00161538461538462,0.0406923076923077,0.0423076923076923,5.88384615384615,1,0,1,1,1,0
"nocrcnut",2013,3,0.00503846153846154,0.0361076923076923,0.0016,0.0031,0.0047,4.08230769230769,1,0,1,1,1,0
"nocrcnut",2013,4,0.00550769230769231,,0.0016,0.00471538461538462,0.00631538461538462,16.6492307692308,1,,1,1,1,0
"nocrcnut",2013,5,0.00378461538461538,0.0543615384615385,0.00200769230769231,0.0117153846153846,0.0137230769230769,8.34384615384615,1,0,1,1,1,0
"nocrcnut",2013,6,0.00296153846153846,0.0444384615384615,0.00477692307692308,0.0253538461538462,0.0301307692307692,23.0530769230769,1,1,1,1,1,0
"nocrcnut",2013,7,0.00432307692307692,0.023,0.00236923076923077,0.0217230769230769,0.0240923076923077,15.1846153846154,1,1,1,1,1,0
"nocrcnut",2013,8,0.00224615384615385,0.0167076923076923,0.00161538461538462,0.00333846153846154,0.00495384615384615,7.35615384615385,1,1,1,1,1,0
"nocrcnut",2013,9,0.0063,0.0436538461538462,0.00173076923076923,0.00296923076923077,0.0047,7.11384615384615,0,0,1,1,1,0
"nocrcnut",2013,10,0.00373076923076923,0.0270923076923077,0.0016,0.0031,0.0047,3.36923076923077,1,0,1,1,1,0
"nocrcnut",2013,11,0.00428461538461538,0.0277461538461538,0.0016,0.0031,0.0047,2.43153846153846,1,0,1,1,1,0
"nocrcnut",2013,12,0.00525384615384615,0.0408461538461538,0.0016,0.0031,0.0047,2.26615384615385,0,0,1,1,1,0
"nocrcnut",2014,1,0.002,0.0292,0.0016,,0.0496,3.01,1,0,1,,0,0
"nocrcnut",2014,2,0.002,0.0363,0.0016,,0.0047,7.24,1,0,1,,1,0
"nocrcnut",2014,3,0.002,0.0413,0.0016,,0.0047,2.47333333333333,1,0,1,,1,0
"nocrcnut",2014,4,0.002,0.0394,0.0016,,0.0047,2.04,1,0,1,,1,0
"nocrcnut",2014,5,0.0053,0.0376,0.0016,,0.0047,3.9,0,0,1,,1,0
"nocrcnut",2014,6,0.002,0.0438,0.0016,,0.0047,3.95,1,0,1,,1,0
"nocrcnut",2014,7,0.002,0.0557,0.0016,,0.0047,4.03,1,0,1,,1,0
"nocrcnut",2014,8,0.0036,0.0887,0.0032,,0.0047,8.54,0,0,0,,1,0
"nocrcnut",2014,9,0.0041,0.0418,0.0036,,0.0047,,0,0,0,,1,
"nocrcnut",2014,10,0.006,0.0265,0.0016,,0.0047,,0,0,1,,1,
"nocrcnut",2014,11,0.0071,0.042,0.0016,,0.0047,2.54,0,0,1,,1,0
"nocrcnut",2014,12,0.0062,0.0569,0.0016,,0.0047,1.29,0,0,1,,1,0
"nocrcnut",2015,1,0.005,0.0382,0.0016,,0.0083,1.81,0,0,1,,0,0
"nocrcnut",2015,2,0.002,0.0397,0.0016,,0.016,2.27,1,0,1,,0,0
"nocrcnut",2015,3,0.0046,0.0314,0.0016,,0.0658,3.3,0,0,1,,0,0
"nocrcnut",2015,4,0.0045,0.0358,0.0016,,0.0113,2.85,0,0,1,,0,0
"nocrcnut",2015,5,0.0065,0.0291,0.0016,,0.0047,15.43,0,0,1,,1,0
"nocrcnut",2015,6,0.0067,0.0385,0.0016,,0.0047,4.41,0,0,1,,1,0
"nocrcnut",2015,7,0.0023,0.0462,0.0016,,0.0047,5.63,0,0,1,,1,0
"nocrcnut",2015,8,0.0054,0.0244,0.0016,,0.0047,10.5,0,0,1,,1,0
"nocrcnut",2015,9,0.002,0.0213,0.0016,,0.0047,2.73,1,0,1,,1,0
"nocrcnut",2015,10,0.011,0.0674,0.0016,,0.0486,3.94,0,0,1,,0,0
"nocrcnut",2015,11,0.0036,0.0335,0.0016,,0.0047,3.5,0,0,1,,1,0
"nocrcnut",2015,12,0.0057,0.0364,0.0016,,0.0047,2.57,0,0,1,,1,0
"nocrcnut",2016,1,0.0044,0.0177,0.0016,,0.0065,1.73,0,0,1,,0,0
"nocrcnut",2016,2,0.0033,0.0185,0.0016,,0.0047,1.77,0,0,1,,1,0
"nocrcnut",2016,3,0.002,0.0377,0.0016,,0.0047,6.51,1,0,1,,1,0
"nocrcnut",2016,4,0.0028,0.042,0.0016,,0.0047,2.5,0,0,1,,1,0
"nocrcnut",2016,5,0.002,0.0204,0.0016,,0.0047,3.05,1,0,1,,1,0
"nocrcnut",2016,6,0.0044,0.0203,0.0016,,0.0047,7.26,0,0,1,,1,0
"nocrcnut",2016,7,0.0045,0.0098,0.0016,,0.0047,2.81,0,0,1,,1,0
"nocrcnut",2016,8,0.0087,0.0381,0.0016,,0.0047,7.43,0,0,1,,1,0
"nocrcnut",2016,9,0.00536666666666667,0.0406666666666667,0.0016,,0.0047,5.66666666666667,0,0,1,,1,0
"nocrcnut",2016,10,0.0058,0.0311,0.0016,,0.0109,3.6,0,0,1,,0,0
"nocrcnut",2016,11,0.002,0.009,0.0016,,0.0047,4.04,1,0,1,,1,0
"nocrcnut",2016,12,0.002,0.0388,0.0016,,0.0047,1.72,1,0,1,,1,0
"nocrcnut",2017,1,0.002,0.0235,0.0016,,0.0047,1.7,1,0,1,,1,0
"nocrcnut",2017,2,0.002,0.0239,0.0016,,0.0606,2.63,1,0,1,,0,0
"nocrcnut",2017,3,0.002,0.0174,0.0016,,0.0094,1.62,1,0,1,,0,0
"nocrcnut",2017,4,0.002,0.0313,0.0016,,0.0047,2.76,1,0,1,,1,0
"nocrcnut",2017,5,0.002,0.0195,0.0016,,0.0197,5.33,1,0,1,,0,0
"nocrcnut",2017,6,0.003,0.0295,0.0016,,0.0047,8.32,0,0,1,,1,0
"nocrcnut",2017,7,0.0039,0.0081,0.0016,,0.0047,14.57,0,0,1,,1,0
"nocrcnut",2017,8,0.0045,0.0144,0.0016,,0.0047,8.87,0,0,1,,1,0
"nocrcnut",2017,9,0.0052,0.0056,0.0016,,0.0047,3.3,0,1,1,,1,0
"nocrcnut",2017,10,0.0049,0.0291,0.0016,,0.0047,8.86,0,0,1,,1,0
"nocrcnut",2017,11,0.0032,0.0235,0.0016,,0.0047,2.62,0,0,1,,1,0
"nocrcnut",2017,12,0.0043,0.0278,0.0016,,0.0047,2.06,0,0,1,,1,0
"nocrcnut",2018,1,0.002,0.033,0.0016,,0.019,2.55,0,0,1,,0,0
"nocrcnut",2018,2,0.0016,0.0065,0.0016,,0.0055,2.27,1,0,1,,1,0
"nocrcnut",2018,3,0.0042,0.0331,0.0016,,0.0055,1.87,0,0,1,,1,0
"nocrcnut",2018,4,0.0031,0.0131,0.0016,,0.0055,1.69,0,0,1,,1,0
"nocrcnut",2018,5,0.004,0.0151,0.0016,,0.0156,4.47,0,0,1,,0,0
"nocrcnut",2018,6,0.0056,0.0233,0.002,0.0144,0.0164,10.07,0,0,0,0,0,0
"nocrcnut",2018,7,0.0085,0.0222,0.0016,,0.0055,9.17,0,0,1,,1,0
"nocrcnut",2018,8,0.0036,0.0142,0.0016,,0.0055,2.16,0,0,1,,1,0
"nocrcnut",2018,10,0.0142,0.0183,0.0086,0.0263,0.0349,3.9,0,0,0,0,0,0
"nocrcnut",2018,11,0.0067,0.0187,0.0016,,0.0063,3.06,0,0,1,,0,0
"nocrcnut",2018,12,0.0076,0.0421,0.0016,,0.0197,1.12,0,0,1,,0,0
"nocrcnut",2019,1,0.009,0.0295,0.0017,0.0889,0.0906,2.01,0,0,0,0,0,0
"nocrcnut",2019,2,0.0035,,0.0016,,0.0055,2.13,0,,1,,1,0
"nocrcnut",2019,3,0.0045,0.0234,0.0016,,0.0121,1.73,0,0,1,,0,0
"nocrcnut",2019,4,0.00433333333333333,0.0073,0.0016,,0.00616666666666667,4.25,0,1,1,,1,0
"nocrcnut",2019,5,0.0064,0.0062,0.0016,,0.0055,3.1,0,1,1,,1,0
"nocrcnut",2019,6,0.0097,0.0062,0.0016,,0.0055,7.46,0,1,1,,1,0
